Timestamp,Open,High,Low,Close,Volume,Datetime
1701388800,37716.9,38070.0,37600.0,38030.2,41211.57,2023-12-01 00:00:00
1701403200,38030.1,38344.8,38005.9,38234.9,49559.091,2023-12-01 04:00:00
1701417600,38234.9,38844.0,38205.2,38578.0,91963.611,2023-12-01 08:00:00
1701432000,38578.0,38629.9,38209.6,38401.5,54251.592,2023-12-01 12:00:00
1701446400,38401.4,38989.0,38383.0,38750.1,82721.315,2023-12-01 16:00:00
1701460800,38750.0,38888.0,38622.3,38660.0,22654.815,2023-12-01 20:00:00
1701475200,38659.9,38788.0,38613.5,38767.5,15617.315,2023-12-02 00:00:00
1701489600,38767.4,38815.5,38680.0,38683.9,16192.731,2023-12-02 04:00:00
1701504000,38683.9,38775.9,38620.0,38722.8,12894.311,2023-12-02 08:00:00
1701518400,38722.8,38859.5,38688.0,38787.0,21488.512,2023-12-02 12:00:00
1701532800,38786.9,39900.0,38688.1,39416.4,98609.274,2023-12-02 16:00:00
1701547200,39416.4,39725.0,39270.8,39435.0,48408.168,2023-12-02 20:00:00
1701561600,39435.1,39549.0,39255.2,39376.0,22841.135,2023-12-03 00:00:00
1701576000,39376.0,39488.0,39307.7,39474.1,13941.131,2023-12-03 04:00:00
1701590400,39474.1,39539.3,39386.3,39471.4,15513.199,2023-12-03 08:00:00
1701604800,39471.3,39820.0,39367.0,39758.5,56732.097,2023-12-03 12:00:00
1701619200,39758.5,39847.0,39420.8,39555.1,31630.487,2023-12-03 16:00:00
1701633600,39555.2,40410.1,39541.4,39979.7,81259.856,2023-12-03 20:00:00
1701648000,39979.8,40915.3,39970.4,40720.7,100671.239,2023-12-04 00:00:00
1701662400,40720.6,41792.0,40693.5,41471.9,125593.771,2023-12-04 04:00:00
1701676800,41471.9,42179.0,41336.1,41605.9,137050.984,2023-12-04 08:00:00
1701691200,41605.9,41920.0,41120.1,41280.8,98333.755,2023-12-04 12:00:00
1701705600,41280.9,42091.1,41186.8,42001.0,70633.212,2023-12-04 16:00:00
1701720000,42000.9,42440.0,41722.8,41993.1,70209.898,2023-12-04 20:00:00
1701734400,41993.1,41993.1,41630.0,41832.0,35521.212,2023-12-05 00:00:00
1701748800,41832.0,41922.8,41393.5,41534.2,41222.706,2023-12-05 04:00:00
1701763200,41534.3,41763.1,41422.0,41730.9,35188.342,2023-12-05 08:00:00
1701777600,41730.9,42542.0,41694.0,42266.7,97196.377,2023-12-05 12:00:00
1701792000,42266.8,44191.6,42124.6,43834.0,259747.666,2023-12-05 16:00:00
1701806400,43834.0,44528.1,43420.6,44081.7,106161.738,2023-12-05 20:00:00
1701820800,44081.7,44160.1,43569.2,43757.7,52236.431,2023-12-06 00:00:00
1701835200,43757.6,43879.6,43451.0,43697.1,49657.717,2023-12-06 04:00:00
1701849600,43697.1,44349.8,43377.0,43853.3,97423.979,2023-12-06 08:00:00
1701864000,43853.4,44305.1,43730.0,43795.3,98147.291,2023-12-06 12:00:00
1701878400,43795.3,44173.7,43750.0,44008.8,47802.807,2023-12-06 16:00:00
1701892800,44008.8,44086.0,43607.3,43774.8,38689.513,2023-12-06 20:00:00
1701907200,43775.1,44020.0,43720.9,43941.3,18975.548,2023-12-07 00:00:00
1701921600,43941.4,44066.7,43835.7,43899.4,20303.653,2023-12-07 04:00:00
1701936000,43899.4,43911.5,42815.0,43206.4,124028.509,2023-12-07 08:00:00
1701950400,43206.4,43959.1,42964.7,43679.8,85685.859,2023-12-07 12:00:00
1701964800,43680.0,43786.9,43091.5,43239.2,61166.112,2023-12-07 16:00:00
1701979200,43239.2,43490.0,43122.2,43296.0,36262.277,2023-12-07 20:00:00
1701993600,43296.0,43559.0,43286.8,43402.8,21946.849,2023-12-08 00:00:00
1702008000,43402.7,43586.5,43108.8,43184.5,30777.921,2023-12-08 04:00:00
1702022400,43184.6,43780.0,43100.0,43687.3,42243.094,2023-12-08 08:00:00
1702036800,43687.3,44081.6,43501.7,43778.5,72255.313,2023-12-08 12:00:00
1702051200,43778.6,44003.5,43650.0,43967.6,38369.228,2023-12-08 16:00:00
1702065600,43967.7,44779.3,43967.7,44209.5,76288.188,2023-12-08 20:00:00
1702080000,44209.6,44324.7,44071.2,44175.0,24334.938,2023-12-09 00:00:00
1702094400,44175.0,44389.2,44150.0,44220.6,21264.891,2023-12-09 04:00:00
1702108800,44220.7,44238.0,43749.1,43838.3,46175.262,2023-12-09 08:00:00
1702123200,43838.2,44180.8,43762.1,44088.0,43058.382,2023-12-09 12:00:00
1702137600,44088.0,44131.0,43903.6,43954.8,21188.309,2023-12-09 16:00:00
1702152000,43954.8,44140.0,43555.0,43734.3,33317.874,2023-12-09 20:00:00
1702166400,43734.2,43893.4,43694.0,43870.7,16869.696,2023-12-10 00:00:00
1702180800,43870.8,44042.8,43849.9,43995.8,15728.234,2023-12-10 04:00:00
1702195200,43995.8,44075.5,43624.0,43760.1,34286.882,2023-12-10 08:00:00
1702209600,43760.1,44039.7,43750.0,43945.4,27497.949,2023-12-10 12:00:00
1702224000,43945.3,43976.3,43753.8,43819.5,16441.705,2023-12-10 16:00:00
1702238400,43819.5,44099.2,43552.5,43810.0,33723.793,2023-12-10 20:00:00
1702252800,43810.1,43833.4,40272.1,42312.8,192470.578,2023-12-11 00:00:00
1702267200,42312.7,42330.0,41622.3,42128.0,75222.545,2023-12-11 04:00:00
1702281600,42128.1,42490.5,41979.1,42346.6,43887.191,2023-12-11 08:00:00
1702296000,42346.6,42398.3,41682.2,41824.7,66852.826,2023-12-11 12:00:00
1702310400,41824.6,41892.6,40228.3,40799.4,183107.057,2023-12-11 16:00:00
1702324800,40799.3,41375.4,40571.0,41271.0,59213.242,2023-12-11 20:00:00
1702339200,41271.1,41963.0,41202.1,41760.3,53546.667,2023-12-12 00:00:00
1702353600,41760.3,42095.3,41401.0,41930.1,49611.901,2023-12-12 04:00:00
1702368000,41930.0,42125.0,41570.8,41606.7,42543.035,2023-12-12 08:00:00
1702382400,41606.7,42085.9,41171.2,41376.6,85992.114,2023-12-12 12:00:00
1702396800,41376.7,41488.0,40711.0,41169.6,88690.075,2023-12-12 16:00:00
1702411200,41169.7,41577.0,41060.5,41515.0,36157.326,2023-12-12 20:00:00
1702425600,41514.9,41524.2,40556.0,40858.5,60111.741,2023-12-13 00:00:00
1702440000,40858.6,41275.7,40650.0,41146.3,45034.33,2023-12-13 04:00:00
1702454400,41146.3,41315.4,40976.9,41035.2,30944.239,2023-12-13 08:00:00
1702468800,41035.3,41979.0,41010.6,41960.0,71513.728,2023-12-13 12:00:00
1702483200,41960.0,42921.9,41735.6,42746.8,102592.015,2023-12-13 16:00:00
1702497600,42746.7,43517.6,42580.0,42875.0,86514.243,2023-12-13 20:00:00
1702512000,42875.0,42950.0,42670.5,42726.9,31720.282,2023-12-14 00:00:00
1702526400,42726.8,43126.2,42682.1,42910.1,31940.843,2023-12-14 04:00:00
1702540800,42910.2,43336.7,42684.4,43269.9,43056.82,2023-12-14 08:00:00
1702555200,43269.9,43379.3,41140.0,42454.1,144963.065,2023-12-14 12:00:00
1702569600,42454.1,43450.1,42454.1,43105.0,84613.405,2023-12-14 16:00:00
1702584000,43105.0,43193.9,42851.3,43032.4,25333.91,2023-12-14 20:00:00
1702598400,43032.3,43098.0,42410.5,42813.5,34366.918,2023-12-15 00:00:00
1702612800,42813.5,42905.1,42518.7,42724.8,28641.692,2023-12-15 04:00:00
1702627200,42724.8,43054.0,42645.9,42800.0,33628.215,2023-12-15 08:00:00
1702641600,42800.0,42809.6,41668.0,41930.3,83497.448,2023-12-15 12:00:00
1702656000,41930.4,42222.7,41715.0,42124.9,46847.886,2023-12-15 16:00:00
1702670400,42124.9,42280.0,41915.7,41968.0,30194.854,2023-12-15 20:00:00
1702684800,41968.0,42448.4,41638.1,42354.5,41048.741,2023-12-16 00:00:00
1702699200,42354.5,42380.9,42162.1,42243.1,17160.072,2023-12-16 04:00:00
1702713600,42243.0,42368.9,42114.7,42349.9,16101.931,2023-12-16 08:00:00
1702728000,42350.0,42640.8,42255.6,42631.7,35365.712,2023-12-16 12:00:00
1702742400,42631.6,42756.7,42340.0,42367.9,31055.886,2023-12-16 16:00:00
1702756800,42367.9,42434.3,42117.1,42287.4,19817.117,2023-12-16 20:00:00
1702771200,42287.4,42322.2,41880.0,41947.2,27517.931,2023-12-17 00:00:00
1702785600,41947.1,42086.5,41773.2,41894.6,29263.076,2023-12-17 04:00:00
1702800000,41894.6,42036.6,41671.2,41979.7,27899.322,2023-12-17 08:00:00
1702814400,41979.8,42033.2,41496.0,41828.5,38058.216,2023-12-17 12:00:00
1702828800,41828.5,42476.0,41707.2,42136.5,59835.013,2023-12-17 16:00:00
1702843200,42136.5,42226.8,41248.3,41396.5,42149.293,2023-12-17 20:00:00
1702857600,41396.6,41487.5,40810.6,41107.0,57583.207,2023-12-18 00:00:00
1702872000,41107.0,41338.7,41022.5,41159.9,32295.962,2023-12-18 04:00:00
1702886400,41160.0,41285.3,40553.8,41137.3,85508.853,2023-12-18 08:00:00
1702900800,41137.2,41780.0,40916.8,41288.0,76882.713,2023-12-18 12:00:00
1702915200,41288.0,41750.0,41170.0,41715.4,40807.318,2023-12-18 16:00:00
1702929600,41714.7,42795.3,41590.0,42671.7,82307.622,2023-12-18 20:00:00
1702944000,42671.8,43550.0,42595.1,43100.1,75175.979,2023-12-19 00:00:00
1702958400,43100.1,43159.7,42840.2,43062.0,28627.568,2023-12-19 04:00:00
1702972800,43062.1,43297.1,42962.0,43003.9,34165.827,2023-12-19 08:00:00
1702987200,43004.0,43068.5,42238.7,42512.8,74373.559,2023-12-19 12:00:00
1703001600,42512.9,42675.0,41835.4,42379.0,74735.369,2023-12-19 16:00:00
1703016000,42379.7,42556.8,42152.6,42298.3,28233.542,2023-12-19 20:00:00
1703030400,42298.2,42519.5,42218.3,42451.7,22122.059,2023-12-20 00:00:00
1703044800,42451.7,43056.9,42393.8,42950.0,46836.407,2023-12-20 04:00:00
1703059200,42950.0,43037.2,42693.6,42891.4,32002.326,2023-12-20 08:00:00
1703073600,42891.2,44384.6,42780.1,44079.0,141282.839,2023-12-20 12:00:00
1703088000,44078.9,44290.0,43511.8,43760.1,78486.341,2023-12-20 16:00:00
1703102400,43760.1,43846.0,43260.1,43708.9,56278.951,2023-12-20 20:00:00
1703116800,43708.9,43775.6,43317.2,43678.6,35653.416,2023-12-21 00:00:00
1703131200,43678.6,43920.0,43480.0,43794.8,25905.712,2023-12-21 04:00:00
1703145600,43794.9,44172.2,43610.0,43969.7,46262.476,2023-12-21 08:00:00
1703160000,43969.8,44287.2,43386.2,43857.7,81888.587,2023-12-21 12:00:00
1703174400,43857.7,43957.0,43390.0,43623.1,53751.04,2023-12-21 16:00:00
1703188800,43623.0,44175.0,43583.6,43896.3,33460.924,2023-12-21 20:00:00
1703203200,43896.4,44332.8,43750.2,44044.3,34467.517,2023-12-22 00:00:00
1703217600,44044.4,44484.0,43566.1,43614.1,63339.852,2023-12-22 04:00:00
1703232000,43614.0,43877.5,43480.5,43783.0,42888.61,2023-12-22 08:00:00
1703246400,43783.2,43849.6,43430.4,43699.9,43302.47,2023-12-22 12:00:00
1703260800,43699.9,44047.6,43503.4,43666.4,35104.573,2023-12-22 16:00:00
1703275200,43666.5,44086.0,43650.0,43999.2,19238.911,2023-12-22 20:00:00
1703289600,43999.2,44023.0,43464.8,43543.2,31870.041,2023-12-23 00:00:00
1703304000,43543.2,43670.0,43304.2,43582.0,25017.737,2023-12-23 04:00:00
1703318400,43582.1,43709.9,43513.4,43583.0,15905.084,2023-12-23 08:00:00
1703332800,43583.0,43899.8,43575.7,43782.0,21835.284,2023-12-23 12:00:00
1703347200,43782.0,43880.1,43720.0,43729.1,14370.201,2023-12-23 16:00:00
1703361600,43729.2,43864.7,43656.8,43725.2,11793.852,2023-12-23 20:00:00
1703376000,43725.2,43952.3,43625.1,43867.8,19796.067,2023-12-24 00:00:00
1703390400,43867.8,43994.8,43454.1,43678.6,28290.374,2023-12-24 04:00:00
1703404800,43678.7,43733.0,43421.0,43666.6,19354.803,2023-12-24 08:00:00
1703419200,43666.6,43908.3,43582.9,43707.0,23794.381,2023-12-24 12:00:00
1703433600,43707.1,43750.6,43568.3,43645.3,16277.893,2023-12-24 16:00:00
1703448000,43645.4,43652.2,42550.0,43008.4,72453.733,2023-12-24 20:00:00
1703462400,43008.4,43188.5,42755.4,43182.5,29688.549,2023-12-25 00:00:00
1703476800,43182.6,43360.4,43121.8,43233.2,17527.765,2023-12-25 04:00:00
1703491200,43233.3,43320.0,43083.2,43200.3,20002.961,2023-12-25 08:00:00
1703505600,43200.4,43850.0,43118.3,43661.0,61760.169,2023-12-25 12:00:00
1703520000,43661.0,43761.9,43383.2,43515.8,31664.127,2023-12-25 16:00:00
1703534400,43515.7,43772.1,43354.3,43611.9,23566.703,2023-12-25 20:00:00
1703548800,43611.9,43635.1,43400.0,43487.9,16834.268,2023-12-26 00:00:00
1703563200,43488.0,43509.9,42552.3,42798.7,74677.204,2023-12-26 04:00:00
1703577600,42798.7,42830.9,42109.0,42719.9,52503.851,2023-12-26 08:00:00
1703592000,42720.0,42870.0,42253.7,42423.1,38842.982,2023-12-26 12:00:00
1703606400,42423.1,42470.6,41597.0,42149.2,89933.42,2023-12-26 16:00:00
1703620800,42149.2,42630.4,42086.9,42538.5,22791.953,2023-12-26 20:00:00
1703635200,42538.6,42580.0,42145.7,42274.7,25627.172,2023-12-27 00:00:00
1703649600,42274.7,42595.5,42248.5,42495.9,20023.85,2023-12-27 04:00:00
1703664000,42496.0,43277.1,42443.0,43059.3,61784.091,2023-12-27 08:00:00
1703678400,43059.3,43191.1,42726.6,43009.6,59036.748,2023-12-27 12:00:00
1703692800,43010.0,43264.0,42890.3,43183.9,37903.282,2023-12-27 16:00:00
1703707200,43183.8,43700.0,43146.2,43453.8,46976.395,2023-12-27 20:00:00
1703721600,43453.8,43850.0,43333.1,43444.8,40639.668,2023-12-28 00:00:00
1703736000,43444.8,43669.4,42821.0,43087.2,46971.692,2023-12-28 04:00:00
1703750400,43087.3,43233.0,42900.0,43112.1,26016.438,2023-12-28 08:00:00
1703764800,43112.0,43181.1,42439.6,42485.8,74384.216,2023-12-28 12:00:00
1703779200,42485.9,42783.0,42320.5,42655.9,41372.033,2023-12-28 16:00:00
1703793600,42656.0,42788.7,42369.7,42600.1,28131.135,2023-12-28 20:00:00
1703808000,42600.1,42839.1,42123.1,42738.1,55055.074,2023-12-29 00:00:00
1703822400,42738.2,42812.9,42253.2,42314.5,32071.961,2023-12-29 04:00:00
1703836800,42314.5,42996.3,42306.8,42908.9,40511.048,2023-12-29 08:00:00
1703851200,42908.8,43171.9,42160.0,42301.6,68202.711,2023-12-29 12:00:00
1703865600,42301.6,42389.0,41680.0,42152.8,87706.129,2023-12-29 16:00:00
1703880000,42152.9,42288.3,41283.2,42095.1,53874.942,2023-12-29 20:00:00
1703894400,42095.1,42250.0,41854.4,42014.7,23528.273,2023-12-30 00:00:00
1703908800,42014.7,42205.2,41960.0,41987.1,16563.477,2023-12-30 04:00:00
1703923200,41987.1,42032.7,41550.0,41933.6,40727.124,2023-12-30 08:00:00
1703937600,41933.6,42473.4,41915.1,42410.3,42746.745,2023-12-30 12:00:00
1703952000,42410.4,42654.6,42278.7,42395.0,41015.216,2023-12-30 16:00:00
1703966400,42395.0,42431.9,42106.5,42174.2,19309.835,2023-12-30 20:00:00
1703980800,42174.3,42478.9,42001.0,42209.4,24649.414,2023-12-31 00:00:00
1703995200,42209.4,42729.2,42189.9,42567.0,27687.399,2023-12-31 04:00:00
1704009600,42567.0,42951.0,42400.2,42561.8,37644.346,2023-12-31 08:00:00
1704024000,42561.8,42694.0,42381.0,42489.6,29877.289,2023-12-31 12:00:00
1704038400,42489.6,42766.7,42465.4,42659.9,21496.084,2023-12-31 16:00:00
1704052800,42659.9,42724.5,42083.1,42314.0,32153.757,2023-12-31 20:00:00
1704067200,42314.0,42832.0,42270.0,42369.8,30275.835,2024-01-01 00:00:00
1704081600,42369.8,42536.0,42207.9,42527.0,18884.162,2024-01-01 04:00:00
1704096000,42527.1,42800.0,42489.4,42727.6,21225.402,2024-01-01 08:00:00
