Timestamp,Open,High,Low,Close,Volume,Datetime
1701388800,37741.36,37741.37,37636.94,37636.95,78.64561,2023-12-01 00:00:00
1701389700,37636.95,37644.68,37615.35,37626.82,48.138679,2023-12-01 00:15:00
1701390600,37626.82,37674.81,37615.37,37670.82,30.466742,2023-12-01 00:30:00
1701391500,37670.82,37689.85,37642.83,37682.01,20.98917,2023-12-01 00:45:00
1701392400,37682.01,37691.01,37641.13,37668.0,40.340443,2023-12-01 01:00:00
1701393300,37668.0,37882.0,37667.0,37881.99,89.763028,2023-12-01 01:15:00
1701394200,37881.99,37962.69,37833.84,37919.34,105.719815,2023-12-01 01:30:00
1701395100,37919.34,37955.26,37866.73,37942.87,61.910745,2023-12-01 01:45:00
1701396000,37942.87,37953.87,37883.52,37903.08,45.099066,2023-12-01 02:00:00
1701396900,37903.08,37903.08,37868.01,37878.8,44.067146,2023-12-01 02:15:00
1701397800,37878.8,37965.0,37878.67,37965.0,39.137319,2023-12-01 02:30:00
1701398700,37965.0,38082.01,37964.99,37988.37,125.448266,2023-12-01 02:45:00
1701399600,37988.37,38000.0,37948.16,37974.16,36.163679,2023-12-01 03:00:00
1701400500,37974.16,38064.9,37956.62,37992.81,84.64105,2023-12-01 03:15:00
1701401400,37992.81,38050.51,37978.8,38031.67,58.481096,2023-12-01 03:30:00
1701402300,38031.67,38050.0,37996.0,38043.99,78.859831,2023-12-01 03:45:00
1701403200,38043.99,38141.81,38024.0,38118.81,94.187828,2023-12-01 04:00:00
1701404100,38118.81,38197.11,38078.16,38197.11,131.856819,2023-12-01 04:15:00
1701405000,38197.11,38240.76,38112.17,38214.0,123.12396799999999,2023-12-01 04:30:00
1701405900,38214.0,38214.0,38160.01,38177.34,114.69033,2023-12-01 04:45:00
1701406800,38177.34,38198.88,38126.39,38128.43,89.604738,2023-12-01 05:00:00
1701407700,38128.43,38201.4,38120.53,38170.23,37.865824,2023-12-01 05:15:00
1701408600,38170.23,38177.51,38098.0,38147.99,45.863257,2023-12-01 05:30:00
1701409500,38147.99,38148.57,38112.02,38124.0,49.104521,2023-12-01 05:45:00
1701410400,38124.0,38130.0,38075.04,38092.54,48.928,2023-12-01 06:00:00
1701411300,38092.54,38126.45,38082.0,38092.22,45.631372,2023-12-01 06:15:00
1701412200,38092.22,38166.73,38092.22,38166.73,56.683462999999996,2023-12-01 06:30:00
1701413100,38166.73,38221.84,38154.0,38213.99,65.75553000000001,2023-12-01 06:45:00
1701414000,38213.99,38320.95,38205.0,38302.0,210.393854,2023-12-01 07:00:00
1701414900,38302.0,38346.0,38280.26,38334.03,113.11326600000001,2023-12-01 07:15:00
1701415800,38334.03,38334.03,38243.36,38266.01,100.543582,2023-12-01 07:30:00
1701416700,38266.01,38286.0,38217.99,38246.5,59.224717,2023-12-01 07:45:00
1701417600,38246.5,38334.87,38246.5,38315.52,80.885629,2023-12-01 08:00:00
1701418500,38315.52,38360.96,38238.01,38238.01,103.592053,2023-12-01 08:15:00
1701419400,38238.01,38289.36,38216.02,38289.36,74.62882,2023-12-01 08:30:00
1701420300,38289.36,38342.0,38289.36,38314.3,87.631252,2023-12-01 08:45:00
1701421200,38314.3,38447.99,38314.27,38430.0,162.973195,2023-12-01 09:00:00
1701422100,38430.0,38706.27,38430.0,38587.54,724.877078,2023-12-01 09:15:00
1701423000,38587.54,38665.99,38534.15,38586.99,201.554457,2023-12-01 09:30:00
1701423900,38586.99,38710.88,38586.99,38706.0,154.910854,2023-12-01 09:45:00
1701424800,38706.0,38826.92,38628.0,38652.83,296.07370099999997,2023-12-01 10:00:00
1701425700,38652.83,38668.0,38577.01,38640.25,122.052663,2023-12-01 10:15:00
1701426600,38640.25,38661.76,38556.01,38592.0,76.811142,2023-12-01 10:30:00
1701427500,38592.0,38641.55,38537.44,38537.44,86.02402599999999,2023-12-01 10:45:00
1701428400,38537.44,38585.74,38503.65,38574.0,151.295573,2023-12-01 11:00:00
1701429300,38574.0,38625.0,38566.17,38619.99,94.733363,2023-12-01 11:15:00
1701430200,38619.99,38658.0,38580.0,38580.0,48.15569,2023-12-01 11:30:00
1701431100,38580.0,38605.28,38564.73,38580.72,28.761082000000002,2023-12-01 11:45:00
1701432000,38580.72,38627.8,38541.76,38541.76,78.059401,2023-12-01 12:00:00
1701432900,38541.76,38559.87,38452.81,38539.8,170.029024,2023-12-01 12:15:00
1701433800,38539.8,38554.0,38364.28,38374.0,119.050273,2023-12-01 12:30:00
1701434700,38374.0,38419.99,38300.01,38358.99,149.529865,2023-12-01 12:45:00
1701435600,38358.99,38417.2,38320.02,38332.14,80.383048,2023-12-01 13:00:00
1701436500,38332.14,38429.99,38329.88,38400.58,53.161207000000005,2023-12-01 13:15:00
1701437400,38400.58,38436.65,38366.12,38409.46,35.956883,2023-12-01 13:30:00
1701438300,38409.46,38432.23,38296.4,38364.11,93.045272,2023-12-01 13:45:00
1701439200,38364.11,38387.23,38254.0,38256.77,97.55273700000001,2023-12-01 14:00:00
1701440100,38256.77,38349.31,38216.66,38349.3,68.050074,2023-12-01 14:15:00
1701441000,38349.3,38396.87,38262.33,38288.01,142.390035,2023-12-01 14:30:00
1701441900,38288.01,38347.57,38256.33,38324.09,111.65060199999999,2023-12-01 14:45:00
1701442800,38324.09,38420.19,38324.01,38367.71,129.720807,2023-12-01 15:00:00
1701443700,38367.71,38428.55,38292.0,38335.55,119.382622,2023-12-01 15:15:00
1701444600,38335.55,38421.0,38322.01,38402.85,135.183569,2023-12-01 15:30:00
1701445500,38402.85,38446.72,38402.85,38413.61,58.31572,2023-12-01 15:45:00
1701446400,38413.61,38499.15,38396.0,38493.72,129.010737,2023-12-01 16:00:00
1701447300,38493.72,38799.0,38463.05,38796.99,237.203891,2023-12-01 16:15:00
1701448200,38796.99,38985.54,38692.0,38744.0,510.459304,2023-12-01 16:30:00
1701449100,38744.0,38867.36,38640.01,38802.0,266.293545,2023-12-01 16:45:00
1701450000,38802.0,38890.0,38732.57,38745.99,249.396535,2023-12-01 17:00:00
1701450900,38745.99,38821.92,38702.31,38768.0,129.284798,2023-12-01 17:15:00
1701451800,38768.0,38772.53,38700.0,38738.21,115.622724,2023-12-01 17:30:00
1701452700,38738.21,38799.93,38714.0,38797.3,74.476816,2023-12-01 17:45:00
1701453600,38797.3,38851.55,38756.64,38784.0,114.158327,2023-12-01 18:00:00
1701454500,38784.0,38918.0,38752.03,38784.24,173.757871,2023-12-01 18:15:00
1701455400,38784.24,38826.84,38736.01,38768.77,117.584326,2023-12-01 18:30:00
1701456300,38768.77,38807.8,38706.14,38706.15,112.90387199999999,2023-12-01 18:45:00
1701457200,38706.15,38739.4,38658.0,38714.0,109.59594799999999,2023-12-01 19:00:00
1701458100,38714.0,38734.13,38615.96,38677.61,111.43476,2023-12-01 19:15:00
1701459000,38677.61,38762.63,38632.0,38740.01,67.348551,2023-12-01 19:30:00
1701459900,38740.01,38779.8,38718.95,38761.59,58.31301,2023-12-01 19:45:00
1701460800,38761.59,38777.97,38711.22,38720.0,52.557674,2023-12-01 20:00:00
1701461700,38720.0,38781.59,38715.85,38775.25,57.517023,2023-12-01 20:15:00
1701462600,38775.25,38862.87,38772.82,38788.0,103.053107,2023-12-01 20:30:00
1701463500,38788.0,38806.56,38734.99,38747.12,74.47989799999999,2023-12-01 20:45:00
1701464400,38747.12,38839.83,38747.12,38838.99,67.40181,2023-12-01 21:00:00
1701465300,38838.99,38847.24,38800.0,38802.02,55.680445999999996,2023-12-01 21:15:00
1701466200,38802.02,38877.56,38798.57,38858.02,58.605143,2023-12-01 21:30:00
1701467100,38858.02,38904.51,38754.0,38775.07,100.417227,2023-12-01 21:45:00
1701468000,38775.07,38844.8,38772.04,38834.01,34.673849,2023-12-01 22:00:00
1701468900,38834.01,38839.64,38798.0,38798.0,27.448159999999998,2023-12-01 22:15:00
1701469800,38798.0,38805.97,38695.74,38744.71,58.907823,2023-12-01 22:30:00
1701470700,38744.71,38745.99,38700.87,38707.43,16.635323,2023-12-01 22:45:00
1701471600,38707.43,38738.0,38685.01,38725.08,43.144253,2023-12-01 23:00:00
1701472500,38725.08,38730.29,38706.45,38717.78,26.298534,2023-12-01 23:15:00
1701473400,38717.78,38717.79,38662.0,38665.99,44.284593,2023-12-01 23:30:00
1701474300,38665.99,38693.61,38651.16,38685.0,45.916841,2023-12-01 23:45:00
1701475200,38685.0,38704.0,38646.77,38646.81,48.608888,2023-12-02 00:00:00
1701476100,38646.81,38672.0,38645.0,38646.0,27.934281,2023-12-02 00:15:00
1701477000,38646.0,38708.0,38644.34,38708.0,30.544024999999998,2023-12-02 00:30:00
1701477900,38708.0,38733.81,38697.81,38713.05,34.66375,2023-12-02 00:45:00
1701478800,38713.05,38745.01,38696.37,38745.0,23.535358,2023-12-02 01:00:00
1701479700,38745.0,38781.99,38736.83,38770.01,28.45357,2023-12-02 01:15:00
1701480600,38770.01,38792.92,38767.0,38790.0,21.007977,2023-12-02 01:30:00
1701481500,38790.0,38793.33,38728.46,38749.99,48.734047000000004,2023-12-02 01:45:00
1701482400,38749.99,38768.38,38734.53,38752.58,26.017587,2023-12-02 02:00:00
