datetime,Open,High,Low,Close,Volume
2021-05-05 21:30:00+00:00,57004.56304929761,57004.56304929761,56982.18845952858,56982.18845952858,0.15918662
2021-05-05 22:00:00+00:00,56974.168138962894,57235.010308579585,56892.70327254939,57235.010308579585,1.53103552
2021-05-05 22:30:00+00:00,57332.237220572475,57571.83887046352,57332.237220572475,57571.83887046352,1.72075642
2021-05-05 23:00:00+00:00,57233.6476740554,57233.6476740554,57201.14395714286,57201.14395714286,0.36591139
2021-05-06 00:30:00+00:00,57186.05335,57186.05335,57044.96797780723,57044.96797780723,0.85480615
2021-05-06 01:00:00+00:00,56955.181043,56955.181043,56955.181043,56955.181043,1.0
2021-05-06 01:30:00+00:00,56861.6876822455,57182.688970202675,56846.67727925033,57182.688970202675,0.20565653
2021-05-06 02:00:00+00:00,57319.175426,57482.693409742125,57104.037878498224,57104.037878498224,1.5340779600000003
2021-05-06 02:30:00+00:00,57101.77178946172,57101.77178946172,57100.740407223966,57100.740407223966,0.01066247
2021-05-06 03:00:00+00:00,57077.50611633042,57077.50611633042,57032.25429084354,57032.25429084354,0.51094182
2021-05-06 03:30:00+00:00,56983.55287096052,56983.55287096052,56947.60820045559,56951.382443726936,0.36509631000000003
2021-05-06 04:00:00+00:00,56945.917873096165,56945.917873096165,56933.34135,56933.34135,0.08227095
2021-05-06 04:30:00+00:00,56931.07957060077,56931.07957060077,56931.07957060077,56931.07957060077,0.00485795
2021-05-06 05:00:00+00:00,56892.890936095384,56892.890936095384,56892.890936095384,56892.890936095384,0.42983451
2021-05-06 05:30:00+00:00,56848.763951577086,57188.29852328613,56848.763951577086,57188.29852328613,0.10856573
2021-05-06 06:30:00+00:00,56761.164293,56761.164293,56761.164293,56761.164293,1.0
2021-05-06 07:00:00+00:00,56642.678020502666,56642.678020502666,56600.24941843244,56600.24941843244,0.4855989
2021-05-06 08:00:00+00:00,56983.03202816285,57054.63316268405,56983.03202816285,57054.63316268405,0.8111874299999999
2021-05-06 08:30:00+00:00,57078.946026995516,57078.946026995516,57078.946026995516,57078.946026995516,0.06826987
2021-05-06 09:30:00+00:00,57085.36053501952,57228.16265202712,56966.335766249744,56966.335766249744,1.37710383
2021-05-06 10:00:00+00:00,56960.002504560194,58067.02316720111,56673.596603782025,58067.02316720111,11.15487027
2021-05-06 10:30:00+00:00,58174.539906277336,58174.539906277336,58174.539906277336,58174.539906277336,0.51437509
2021-05-06 11:00:00+00:00,58220.9685427231,58220.9685427231,58220.9685427231,58220.9685427231,0.00179259
2021-05-06 12:00:00+00:00,57871.432384302716,57871.432384302716,57871.432384302716,57871.432384302716,0.00685647
2021-05-06 12:30:00+00:00,57868.67112733499,57868.67112733499,57868.67112733499,57868.67112733499,0.0247646
2021-05-06 13:00:00+00:00,57861.138749672326,57861.138749672326,57678.17524622935,57678.17524622935,1.06625873
2021-05-06 13:30:00+00:00,57669.6769403996,57669.6769403996,57646.633820895746,57646.633820895746,0.18856014
2021-05-06 14:00:00+00:00,57450.65777485127,57622.733328606286,57272.64877536462,57622.733328606286,2.5963749000000003
2021-05-06 14:30:00+00:00,57659.818602210675,57659.818602210675,57659.818602210675,57659.818602210675,0.2601465
2021-05-06 15:00:00+00:00,57271.23091478089,57271.23091478089,57185.96169152897,57185.96169152897,0.96126344
2021-05-06 15:30:00+00:00,57513.74745833333,57513.74745833333,57082.820047,57082.820047,1.024
2021-05-06 16:00:00+00:00,57342.684927962524,57814.03681453329,57342.684927962524,57533.30184033302,4.52160629
2021-05-06 16:30:00+00:00,57443.26994216306,57443.26994216306,57034.595327,57034.595327,2.80505518
2021-05-06 17:00:00+00:00,57291.126578442156,57291.126578442156,57291.126578442156,57291.126578442156,0.01745471
2021-05-06 17:30:00+00:00,57298.50257856155,57298.50257856155,57298.50257856155,57298.50257856155,0.06547255
2021-05-06 18:00:00+00:00,56951.1003346371,56951.1003346371,56837.382,56837.382,0.70441469
2021-05-06 18:30:00+00:00,56834.28765199948,56834.28765199948,55828.086845,55828.086845,6.319753210000001
2021-05-06 19:00:00+00:00,55665.869462932635,55665.869462932635,55512.55189772539,55512.55189772539,1.8041749999999999
2021-05-06 19:30:00+00:00,55803.64110349432,56201.79538949564,55803.64110349432,56201.79538949564,2.7398378899999996
2021-05-06 20:00:00+00:00,55897.321766072026,55897.321766072026,55897.321766072026,55897.321766072026,0.0786242
2021-05-06 20:30:00+00:00,55887.14945272136,55887.14945272136,55832.976226917825,55832.976226917825,0.38284246
2021-05-06 21:00:00+00:00,56209.42337025881,56209.42337025881,56209.42337025881,56209.42337025881,0.5546939
2021-05-06 21:30:00+00:00,56269.25171666825,56434.75399999999,56269.25171666825,56434.75399999999,1.02313798
2021-05-06 22:00:00+00:00,56092.7056421103,56092.7056421103,56092.7056421103,56092.7056421103,0.04629633
2021-05-06 22:30:00+00:00,56503.635384746005,56580.962171052626,56503.635384746005,56580.962171052626,0.88743644
2021-05-06 23:00:00+00:00,56230.015284269444,56230.015284269444,56230.015284269444,56230.015284269444,0.14247328
2021-05-06 23:30:00+00:00,56633.44017937219,56633.44017937219,56316.47929080153,56316.47929080153,1.2009746799999999
2021-05-07 00:00:00+00:00,56238.07551018119,56778.38679758652,56226.76136940512,56511.374650000005,3.38364948
