datetime,Open,High,Low,Close,Volume
2021-05-05 00:00:00+00:00,57004.56304929761,57571.83887046352,56892.70327254939,57201.14395714286,3.7768899499999997
2021-05-06 00:00:00+00:00,57186.05335,58220.9685427231,55512.55189772539,56316.47929080153,49.94244193
2021-05-07 00:00:00+00:00,56238.07551018119,58582.95081851999,55210.137024748314,57405.61658110868,61.66014426
2021-05-08 00:00:00+00:00,57482.47869666676,59622.456758785745,57198.84324210166,58832.101595038286,69.69508821000001
2021-05-09 00:00:00+00:00,58971.95140814699,59258.52181987661,56442.307836141554,58035.1054352778,86.05013697
2021-05-10 00:00:00+00:00,58409.20389737208,59688.76433351065,54026.963557522606,55863.83021653709,148.16894534000005
2021-05-11 00:00:00+00:00,55727.66769381218,56991.235709,54586.51103432494,56791.77364343762,138.74122877
2021-05-12 00:00:00+00:00,56969.06472932195,58323.49083599033,47836.58254809579,48053.550130767144,242.39493192
2021-05-13 00:00:00+00:00,48438.62997039665,51460.028344493134,46642.2224816784,49341.249719347914,481.23998990000007
2021-05-14 00:00:00+00:00,49598.00410563351,51799.536186857775,48810.528428145546,49896.08282666667,152.84206464
2021-05-15 00:00:00+00:00,49782.297152781226,50435.28197067004,46541.98890810664,46541.98890810664,256.29843106
2021-05-16 00:00:00+00:00,46757.16960024215,49678.02027770175,44074.16910553852,46305.81376188777,400.02839061000003
2021-05-17 00:00:00+00:00,46248.39364330006,46313.695769211525,41795.221447344695,43517.77167570852,681.6589572199999
2021-05-18 00:00:00+00:00,43392.615544385124,45825.57127592466,42442.56840632855,42860.40775131736,318.33238487
2021-05-19 00:00:00+00:00,42797.349162795,43521.6460487742,29922.35767108091,36849.43682966335,836.56893053
2021-05-20 00:00:00+00:00,36748.331774166894,43049.073382994524,34925.57023684035,40800.95242871125,771.10164974
2021-05-21 00:00:00+00:00,40853.341429186396,41914.10476012356,39310.35556503516,39946.204526,106.38861419
