datetime,Open,High,Low,Close,Volume
2021-05-09 00:00:00+00:00,57004.56304929761,59622.456758785745,55210.137024748314,58035.1054352778,271.12470132
2021-05-16 00:00:00+00:00,58409.20389737208,59688.76433351065,44074.16910553852,46305.81376188777,1819.71398224
2021-05-23 00:00:00+00:00,46248.39364330006,46313.695769211525,29922.35767108091,39946.204526,2714.05053655
