datetime,Open,High,Low,Close,Volume
2021-05-05 21:00:00+00:00,57004.56304929761,57004.56304929761,56982.18845952858,56982.18845952858,0.15918662
2021-05-05 22:00:00+00:00,56974.168138962894,57571.83887046352,56892.70327254939,57571.83887046352,3.2517919400000004
2021-05-05 23:00:00+00:00,57233.6476740554,57233.6476740554,57201.14395714286,57201.14395714286,0.36591139
2021-05-06 00:00:00+00:00,57186.05335,57186.05335,57044.96797780723,57044.96797780723,0.85480615
2021-05-06 01:00:00+00:00,56955.181043,57182.688970202675,56846.67727925033,57182.688970202675,1.20565653
2021-05-06 02:00:00+00:00,57319.175426,57482.693409742125,57100.740407223966,57100.740407223966,1.5447404300000003
2021-05-06 03:00:00+00:00,57077.50611633042,57077.50611633042,56947.60820045559,56951.382443726936,0.87603813
2021-05-06 04:00:00+00:00,56945.917873096165,56945.917873096165,56931.07957060077,56931.07957060077,0.0871289
2021-05-06 05:00:00+00:00,56892.890936095384,57188.29852328613,56848.763951577086,57188.29852328613,0.53840024
2021-05-06 06:00:00+00:00,56761.164293,56761.164293,56761.164293,56761.164293,1.0
2021-05-06 07:00:00+00:00,56642.678020502666,56642.678020502666,56600.24941843244,56600.24941843244,0.4855989
2021-05-06 08:00:00+00:00,56983.03202816285,57078.946026995516,56983.03202816285,57078.946026995516,0.8794572999999999
2021-05-06 09:00:00+00:00,57085.36053501952,57228.16265202712,56966.335766249744,56966.335766249744,1.37710383
2021-05-06 10:00:00+00:00,56960.002504560194,58174.539906277336,56673.596603782025,58174.539906277336,11.66924536
2021-05-06 11:00:00+00:00,58220.9685427231,58220.9685427231,58220.9685427231,58220.9685427231,0.00179259
2021-05-06 12:00:00+00:00,57871.432384302716,57871.432384302716,57868.67112733499,57868.67112733499,0.03162107
2021-05-06 13:00:00+00:00,57861.138749672326,57861.138749672326,57646.633820895746,57646.633820895746,1.2548188699999998
2021-05-06 14:00:00+00:00,57450.65777485127,57659.818602210675,57272.64877536462,57659.818602210675,2.8565214
2021-05-06 15:00:00+00:00,57271.23091478089,57513.74745833333,57082.820047,57082.820047,1.98526344
2021-05-06 16:00:00+00:00,57342.684927962524,57814.03681453329,57034.595327,57034.595327,7.32666147
2021-05-06 17:00:00+00:00,57291.126578442156,57298.50257856155,57291.126578442156,57298.50257856155,0.08292726
2021-05-06 18:00:00+00:00,56951.1003346371,56951.1003346371,55828.086845,55828.086845,7.024167900000001
2021-05-06 19:00:00+00:00,55665.869462932635,56201.79538949564,55512.55189772539,56201.79538949564,4.54401289
2021-05-06 20:00:00+00:00,55897.321766072026,55897.321766072026,55832.976226917825,55832.976226917825,0.46146666000000003
2021-05-06 21:00:00+00:00,56209.42337025881,56434.75399999999,56209.42337025881,56434.75399999999,1.57783188
2021-05-06 22:00:00+00:00,56092.7056421103,56580.962171052626,56092.7056421103,56580.962171052626,0.93373277
2021-05-06 23:00:00+00:00,56230.015284269444,56633.44017937219,56230.015284269444,56316.47929080153,1.34344796
2021-05-07 00:00:00+00:00,56238.07551018119,56893.35608670675,56226.76136940512,56893.35608670675,3.8693160599999996
2021-05-07 01:00:00+00:00,56972.12059686618,56972.12059686618,56118.138377716234,56118.138377716234,4.58401152
2021-05-07 02:00:00+00:00,56077.40553686763,56077.40553686763,55823.624135646074,55823.624135646074,2.06277066
2021-05-07 03:00:00+00:00,55723.33328303294,56026.906334483225,55643.97613698264,56026.906334483225,1.84748484
2021-05-07 04:00:00+00:00,55701.164309985266,55743.01248637897,55210.137024748314,55743.01248637897,9.72096751
2021-05-07 05:00:00+00:00,55762.88286575705,55924.64424748976,55762.88286575705,55924.64424748976,1.42358682
2021-05-07 06:00:00+00:00,56023.540942507934,56284.81335634992,56023.540942507934,56032.59905904584,2.1659795
2021-05-07 07:00:00+00:00,55955.89478544906,55955.89478544906,55955.89478544906,55955.89478544906,0.895475
2021-05-07 08:00:00+00:00,55803.47493318486,56071.21634361481,55665.47650948652,56071.21634361481,2.82089751
2021-05-07 09:00:00+00:00,55810.372653276325,56348.90178635952,55807.35468981634,56348.90178635952,1.92965834
2021-05-07 10:00:00+00:00,56501.42925241317,56660.61537712771,56311.07555287192,56320.25620496397,1.45180588
2021-05-07 11:00:00+00:00,56330.798169058995,56704.09470113636,56295.81909532765,56704.09470113636,1.1317127
2021-05-07 12:00:00+00:00,56438.1845,57523.7438209914,56412.45504953013,57523.7438209914,5.48995038
2021-05-07 13:00:00+00:00,57721.46058101461,57721.46058101461,57180.785867227656,57451.934928537295,2.20001761
2021-05-07 14:00:00+00:00,57034.54535073502,57034.54535073502,57034.54535073502,57034.54535073502,0.879225
2021-05-07 15:00:00+00:00,57395.96529583282,57531.78340890088,57395.96529583282,57531.78340890088,1.51969441
2021-05-07 16:00:00+00:00,57646.35050757313,58113.633595148545,57646.35050757313,58113.633595148545,3.9207224700000003
2021-05-07 17:00:00+00:00,58341.24267852962,58582.95081851999,58341.24267852962,58582.95081851999,2.38723782
2021-05-07 18:00:00+00:00,58261.726839112256,58261.726839112256,57812.65808148694,57812.65808148694,4.48600441
2021-05-07 19:00:00+00:00,57736.394623494845,57736.394623494845,57736.394623494845,57736.394623494845,0.86785
2021-05-07 21:00:00+00:00,57644.73282780137,57656.213446811016,57262.348498552004,57656.213446811016,3.1068853
2021-05-07 22:00:00+00:00,57306.2291461028,57306.2291461028,57015.93360077387,57015.93360077387,2.18575784
2021-05-07 23:00:00+00:00,57331.942174947806,57405.61658110868,57331.942174947806,57405.61658110868,0.71313268
2021-05-08 00:00:00+00:00,57482.47869666676,57693.96732412279,57198.84324210166,57693.96732412279,3.8303750699999997
2021-05-08 02:00:00+00:00,57845.08021559593,58147.820367790635,57845.08021559593,58147.820367790635,2.58075
2021-05-08 03:00:00+00:00,58299.45064025014,58380.21784193973,58299.45064025014,58380.21784193973,0.91010494
2021-05-08 04:00:00+00:00,58461.014998096245,58552.294518041424,58461.014998096245,58552.294518041424,0.94727074
2021-05-08 05:00:00+00:00,58126.8254833285,58126.8254833285,58045.37211765445,58045.37211765445,0.9233183199999999
2021-05-08 06:00:00+00:00,57963.92664797202,57963.92664797202,57711.109090333346,57711.109090333346,2.74395647
2021-05-08 07:00:00+00:00,58057.79845934546,58358.87199894654,57859.64872137964,58049.63749261845,4.08545723
2021-05-08 08:00:00+00:00,58471.99342779196,59209.06164362235,58471.99342779196,59209.06164362235,4.61780892
2021-05-08 10:00:00+00:00,58749.862434370996,58749.862434370996,58749.862434370996,58749.862434370996,1.32712656
2021-05-08 12:00:00+00:00,58481.7711331486,59042.68092234014,58481.7711331486,59042.68092234014,4.5997908
2021-05-08 13:00:00+00:00,59282.000524407595,59381.61039711915,59282.000524407595,59381.61039711915,1.12204035
2021-05-08 15:00:00+00:00,59033.72678493832,59033.72678493832,58064.32580759591,58208.18331386754,7.149121150000001
2021-05-08 16:00:00+00:00,58320.774575801464,59059.48950826295,58320.774575801464,58716.163064,6.334180610000001
2021-05-08 17:00:00+00:00,59459.794300860856,59492.950143,58997.05014749263,58997.05014749263,8.6839325
2021-05-08 18:00:00+00:00,59355.05448802599,59504.79932031462,59355.05448802599,59504.79932031462,1.26107141
2021-05-08 19:00:00+00:00,59218.19851941864,59218.19851941864,59035.929208,59035.929208,2.04170753
2021-05-08 20:00:00+00:00,59405.914243596606,59622.456758785745,59161.454020211546,59161.454020211546,4.5400864
2021-05-08 21:00:00+00:00,59410.14043412519,59456.688938448686,59410.14043412519,59456.688938448686,0.6119583399999999
2021-05-08 22:00:00+00:00,59093.47495639708,59093.47495639708,58747.748272243414,58747.748272243414,2.60255839
2021-05-08 23:00:00+00:00,58717.2142473294,58832.101595038286,58257.84761213802,58832.101595038286,8.782472480000001
2021-05-09 00:00:00+00:00,58971.95140814699,58971.95140814699,58971.95140814699,58971.95140814699,1.69265
2021-05-09 01:00:00+00:00,58670.626338,59038.13696110355,58552.12574804778,59038.13696110355,3.3516966999999998
2021-05-09 03:00:00+00:00,59211.32879834657,59258.52181987661,58712.99444928851,58712.99444928851,3.1865952
